priority,category,asset_id,incoming_path,expected_size,transparent,prompt,negative_prompt
batch_a_style_lock,support,greenfield_p0_style_mother,01_mother_images/style/greenfield_p0_style_mother.png,1200x760,False,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create greenfield_p0_style_mother; exact canvas 1200x760 px; fully opaque complete review image.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,character,npc_mika_walk_left,02_runtime_exports/characters/npc/npc_mika_walk_left_4x128.png,512x128,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create compact 3.5 to 4-head gameplay character sprite asset for npc_mika_walk_left; exact canvas 512x128 px; transparent background with clean alpha; stable foot anchor, simple rounded shapes, readable at small size.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,character,npc_mika_idle_down_left,02_runtime_exports/characters/npc/npc_mika_idle_down_left_128.png,128x128,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create compact 3.5 to 4-head gameplay character sprite asset for npc_mika_idle_down_left; exact canvas 128x128 px; transparent background with clean alpha; stable foot anchor, simple rounded shapes, readable at small size.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,character,npc_mika_walk_down_left,02_runtime_exports/characters/npc/npc_mika_walk_down_left_4x128.png,512x128,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create compact 3.5 to 4-head gameplay character sprite asset for npc_mika_walk_down_left; exact canvas 512x128 px; transparent background with clean alpha; stable foot anchor, simple rounded shapes, readable at small size.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,portrait,npc_mika_portrait_neutral,02_runtime_exports/portraits/npc_mika_portrait_neutral_512.png,512x512,False,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a dialogue portrait for npc_mika_portrait_neutral; exact canvas 512x512 px; fully opaque complete review image; gentle expression, clear face, same character identity as the sprite set.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,portrait,npc_mika_portrait_happy,02_runtime_exports/portraits/npc_mika_portrait_happy_512.png,512x512,False,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a dialogue portrait for npc_mika_portrait_happy; exact canvas 512x512 px; fully opaque complete review image; gentle expression, clear face, same character identity as the sprite set.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,portrait,npc_mika_portrait_thinking,02_runtime_exports/portraits/npc_mika_portrait_thinking_512.png,512x512,False,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a dialogue portrait for npc_mika_portrait_thinking; exact canvas 512x512 px; fully opaque complete review image; gentle expression, clear face, same character identity as the sprite set.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,character,npc_hana_idle_down,02_runtime_exports/characters/npc/npc_hana_idle_down_128.png,128x128,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create compact 3.5 to 4-head gameplay character sprite asset for npc_hana_idle_down; exact canvas 128x128 px; transparent background with clean alpha; stable foot anchor, simple rounded shapes, readable at small size.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,character,npc_hana_walk_down,02_runtime_exports/characters/npc/npc_hana_walk_down_4x128.png,512x128,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create compact 3.5 to 4-head gameplay character sprite asset for npc_hana_walk_down; exact canvas 512x128 px; transparent background with clean alpha; stable foot anchor, simple rounded shapes, readable at small size.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,character,npc_hana_idle_down_right,02_runtime_exports/characters/npc/npc_hana_idle_down_right_128.png,128x128,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create compact 3.5 to 4-head gameplay character sprite asset for npc_hana_idle_down_right; exact canvas 128x128 px; transparent background with clean alpha; stable foot anchor, simple rounded shapes, readable at small size.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,character,npc_hana_walk_down_right,02_runtime_exports/characters/npc/npc_hana_walk_down_right_4x128.png,512x128,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create compact 3.5 to 4-head gameplay character sprite asset for npc_hana_walk_down_right; exact canvas 512x128 px; transparent background with clean alpha; stable foot anchor, simple rounded shapes, readable at small size.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,character,npc_hana_idle_right,02_runtime_exports/characters/npc/npc_hana_idle_right_128.png,128x128,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create compact 3.5 to 4-head gameplay character sprite asset for npc_hana_idle_right; exact canvas 128x128 px; transparent background with clean alpha; stable foot anchor, simple rounded shapes, readable at small size.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,character,npc_hana_walk_right,02_runtime_exports/characters/npc/npc_hana_walk_right_4x128.png,512x128,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create compact 3.5 to 4-head gameplay character sprite asset for npc_hana_walk_right; exact canvas 512x128 px; transparent background with clean alpha; stable foot anchor, simple rounded shapes, readable at small size.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,character,npc_hana_idle_up_right,02_runtime_exports/characters/npc/npc_hana_idle_up_right_128.png,128x128,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create compact 3.5 to 4-head gameplay character sprite asset for npc_hana_idle_up_right; exact canvas 128x128 px; transparent background with clean alpha; stable foot anchor, simple rounded shapes, readable at small size.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,character,npc_hana_walk_up_right,02_runtime_exports/characters/npc/npc_hana_walk_up_right_4x128.png,512x128,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create compact 3.5 to 4-head gameplay character sprite asset for npc_hana_walk_up_right; exact canvas 512x128 px; transparent background with clean alpha; stable foot anchor, simple rounded shapes, readable at small size.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,character,npc_hana_idle_up,02_runtime_exports/characters/npc/npc_hana_idle_up_128.png,128x128,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create compact 3.5 to 4-head gameplay character sprite asset for npc_hana_idle_up; exact canvas 128x128 px; transparent background with clean alpha; stable foot anchor, simple rounded shapes, readable at small size.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,character,npc_hana_walk_up,02_runtime_exports/characters/npc/npc_hana_walk_up_4x128.png,512x128,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create compact 3.5 to 4-head gameplay character sprite asset for npc_hana_walk_up; exact canvas 512x128 px; transparent background with clean alpha; stable foot anchor, simple rounded shapes, readable at small size.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,character,npc_hana_idle_up_left,02_runtime_exports/characters/npc/npc_hana_idle_up_left_128.png,128x128,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create compact 3.5 to 4-head gameplay character sprite asset for npc_hana_idle_up_left; exact canvas 128x128 px; transparent background with clean alpha; stable foot anchor, simple rounded shapes, readable at small size.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,character,npc_hana_walk_up_left,02_runtime_exports/characters/npc/npc_hana_walk_up_left_4x128.png,512x128,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create compact 3.5 to 4-head gameplay character sprite asset for npc_hana_walk_up_left; exact canvas 512x128 px; transparent background with clean alpha; stable foot anchor, simple rounded shapes, readable at small size.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,character,npc_hana_idle_left,02_runtime_exports/characters/npc/npc_hana_idle_left_128.png,128x128,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create compact 3.5 to 4-head gameplay character sprite asset for npc_hana_idle_left; exact canvas 128x128 px; transparent background with clean alpha; stable foot anchor, simple rounded shapes, readable at small size.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,character,npc_hana_walk_left,02_runtime_exports/characters/npc/npc_hana_walk_left_4x128.png,512x128,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create compact 3.5 to 4-head gameplay character sprite asset for npc_hana_walk_left; exact canvas 512x128 px; transparent background with clean alpha; stable foot anchor, simple rounded shapes, readable at small size.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,character,npc_hana_idle_down_left,02_runtime_exports/characters/npc/npc_hana_idle_down_left_128.png,128x128,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create compact 3.5 to 4-head gameplay character sprite asset for npc_hana_idle_down_left; exact canvas 128x128 px; transparent background with clean alpha; stable foot anchor, simple rounded shapes, readable at small size.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,character,npc_hana_walk_down_left,02_runtime_exports/characters/npc/npc_hana_walk_down_left_4x128.png,512x128,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create compact 3.5 to 4-head gameplay character sprite asset for npc_hana_walk_down_left; exact canvas 512x128 px; transparent background with clean alpha; stable foot anchor, simple rounded shapes, readable at small size.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,portrait,npc_hana_portrait_neutral,02_runtime_exports/portraits/npc_hana_portrait_neutral_512.png,512x512,False,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a dialogue portrait for npc_hana_portrait_neutral; exact canvas 512x512 px; fully opaque complete review image; gentle expression, clear face, same character identity as the sprite set.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,portrait,npc_hana_portrait_happy,02_runtime_exports/portraits/npc_hana_portrait_happy_512.png,512x512,False,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a dialogue portrait for npc_hana_portrait_happy; exact canvas 512x512 px; fully opaque complete review image; gentle expression, clear face, same character identity as the sprite set.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,portrait,npc_hana_portrait_thinking,02_runtime_exports/portraits/npc_hana_portrait_thinking_512.png,512x512,False,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a dialogue portrait for npc_hana_portrait_thinking; exact canvas 512x512 px; fully opaque complete review image; gentle expression, clear face, same character identity as the sprite set.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,tile,tile_grass_a_spring_64,02_runtime_exports/tiles/spring/tile_grass_a_spring_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a seamless or edge-safe ground tile for tile_grass_a_spring_64; exact canvas 64x64 px; transparent background with clean alpha; readable material pattern without noisy detail.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,tile,tile_grass_b_spring_64,02_runtime_exports/tiles/spring/tile_grass_b_spring_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a seamless or edge-safe ground tile for tile_grass_b_spring_64; exact canvas 64x64 px; transparent background with clean alpha; readable material pattern without noisy detail.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,tile,tile_dirt_spring_64,02_runtime_exports/tiles/spring/tile_dirt_spring_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a seamless or edge-safe ground tile for tile_dirt_spring_64; exact canvas 64x64 px; transparent background with clean alpha; readable material pattern without noisy detail.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,tile,tile_stone_path_spring_64,02_runtime_exports/tiles/spring/tile_stone_path_spring_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a seamless or edge-safe ground tile for tile_stone_path_spring_64; exact canvas 64x64 px; transparent background with clean alpha; readable material pattern without noisy detail.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,tile,tile_field_tilled_dry_spring_64,02_runtime_exports/tiles/spring/tile_field_tilled_dry_spring_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a seamless or edge-safe ground tile for tile_field_tilled_dry_spring_64; exact canvas 64x64 px; transparent background with clean alpha; readable material pattern without noisy detail.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,tile,tile_field_tilled_wet_spring_64,02_runtime_exports/tiles/spring/tile_field_tilled_wet_spring_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a seamless or edge-safe ground tile for tile_field_tilled_wet_spring_64; exact canvas 64x64 px; transparent background with clean alpha; readable material pattern without noisy detail.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,tile,tile_water_edge_spring_64,02_runtime_exports/tiles/spring/tile_water_edge_spring_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a seamless or edge-safe ground tile for tile_water_edge_spring_64; exact canvas 64x64 px; transparent background with clean alpha; readable material pattern without noisy detail.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,tile,tile_wood_floor_spring_64,02_runtime_exports/tiles/spring/tile_wood_floor_spring_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a seamless or edge-safe ground tile for tile_wood_floor_spring_64; exact canvas 64x64 px; transparent background with clean alpha; readable material pattern without noisy detail.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,tile,tile_shadow_soft_spring_64,02_runtime_exports/tiles/spring/tile_shadow_soft_spring_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a seamless or edge-safe ground tile for tile_shadow_soft_spring_64; exact canvas 64x64 px; transparent background with clean alpha; readable material pattern without noisy detail.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,tile,tile_grass_a_summer_64,02_runtime_exports/tiles/summer/tile_grass_a_summer_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a seamless or edge-safe ground tile for tile_grass_a_summer_64; exact canvas 64x64 px; transparent background with clean alpha; readable material pattern without noisy detail.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,tile,tile_grass_b_summer_64,02_runtime_exports/tiles/summer/tile_grass_b_summer_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a seamless or edge-safe ground tile for tile_grass_b_summer_64; exact canvas 64x64 px; transparent background with clean alpha; readable material pattern without noisy detail.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,tile,tile_dirt_summer_64,02_runtime_exports/tiles/summer/tile_dirt_summer_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a seamless or edge-safe ground tile for tile_dirt_summer_64; exact canvas 64x64 px; transparent background with clean alpha; readable material pattern without noisy detail.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,tile,tile_stone_path_summer_64,02_runtime_exports/tiles/summer/tile_stone_path_summer_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a seamless or edge-safe ground tile for tile_stone_path_summer_64; exact canvas 64x64 px; transparent background with clean alpha; readable material pattern without noisy detail.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,tile,tile_field_tilled_dry_summer_64,02_runtime_exports/tiles/summer/tile_field_tilled_dry_summer_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a seamless or edge-safe ground tile for tile_field_tilled_dry_summer_64; exact canvas 64x64 px; transparent background with clean alpha; readable material pattern without noisy detail.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,tile,tile_field_tilled_wet_summer_64,02_runtime_exports/tiles/summer/tile_field_tilled_wet_summer_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a seamless or edge-safe ground tile for tile_field_tilled_wet_summer_64; exact canvas 64x64 px; transparent background with clean alpha; readable material pattern without noisy detail.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,tile,tile_water_edge_summer_64,02_runtime_exports/tiles/summer/tile_water_edge_summer_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a seamless or edge-safe ground tile for tile_water_edge_summer_64; exact canvas 64x64 px; transparent background with clean alpha; readable material pattern without noisy detail.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
